"Ano";"Mês";"IBGE2";"Cód índ";"Valor";"Critério"
2020;"Dezembro";40;1;0,0189822924772994;"População"
2020;"Dezembro";40;15;0,0354672814328782;"PSF"
2020;"Dezembro";40;24;0,0211201371994571;"ICMS Solidário"
2020;"Dezembro";40;25;0;"Índice Mínimo per capita"
2020;"Dezembro";40;17;0,0179936000234467;"Índice de participação"
2020;"Dezembro";50;2;0;"População dos 50 + Populosos"
2020;"Dezembro";50;3;0,138311723734845;"Área Geográfica"
2020;"Dezembro";50;4;0,148000238990927;"Educação"
2020;"Dezembro";50;5;0;"Patrimônio Cultural"
2020;"Dezembro";50;6;0,0667728681322231;"Receita Própria"
2020;"Dezembro";50;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";50;12;0;"Mineradores"
2020;"Dezembro";50;16;0,0470259453375475;"Saúde per capita"
2020;"Dezembro";50;10;0,0133954289860456;"VAF"
2020;"Dezembro";50;22;0,144191953512946;"Esportes"
2020;"Dezembro";50;28;0,475442604226156;"Turismo"
2020;"Dezembro";50;26;0,122204570450935;"Penitenciárias"
2020;"Dezembro";50;27;0,119462869520912;"Recursos Hídricos"
2020;"Dezembro";50;9;0,0715429062985294;"Produção de Alimentos"
2020;"Dezembro";50;30;0,046453540594975;"Unidades de Conservação (IC i)"
2020;"Dezembro";50;31;0;"Saneamento"
2020;"Dezembro";50;32;0;"Mata Seca"
2020;"Dezembro";50;8;0,0211131342004162;"Meio Ambiente"
2020;"Dezembro";50;1;0,0455071233024892;"População"
2020;"Dezembro";50;15;0,0886682035821954;"PSF"
2020;"Dezembro";50;24;0,0506322768364552;"ICMS Solidário"
2020;"Dezembro";50;25;0;"Índice Mínimo per capita"
2020;"Dezembro";50;17;0,0287761900234467;"Índice de participação"
2020;"Dezembro";60;2;0;"População dos 50 + Populosos"
2020;"Dezembro";60;3;0,225348975975336;"Área Geográfica"
2020;"Dezembro";60;4;0;"Educação"
2020;"Dezembro";60;5;0,143847150596618;"Patrimônio Cultural"
2020;"Dezembro";60;6;0,0384188985432882;"Receita Própria"
2020;"Dezembro";60;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";60;12;0;"Mineradores"
2020;"Dezembro";60;16;0,0535826515100728;"Saúde per capita"
2020;"Dezembro";60;10;0,0123315702930656;"VAF"
2020;"Dezembro";60;22;1,64929672669864;"Esportes"
2020;"Dezembro";60;28;0,475442604226156;"Turismo"
2020;"Dezembro";60;26;0;"Penitenciárias"
2020;"Dezembro";60;27;0;"Recursos Hídricos"
2020;"Dezembro";60;9;0,237465807734893;"Produção de Alimentos"
2020;"Dezembro";60;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";60;31;0;"Saneamento"
2020;"Dezembro";60;32;0;"Mata Seca"
2020;"Dezembro";60;8;0;"Meio Ambiente"
2020;"Dezembro";60;1;0,0646367495471388;"População"
2020;"Dezembro";60;15;0,124135485015074;"PSF"
2020;"Dezembro";60;24;0,0719163409896387;"ICMS Solidário"
2020;"Dezembro";60;25;0;"Índice Mínimo per capita"
2020;"Dezembro";60;17;0,0311175400234467;"Índice de participação"
2020;"Dezembro";70;2;0;"População dos 50 + Populosos"
2020;"Dezembro";70;3;0,0839441168078373;"Área Geográfica"
2020;"Dezembro";70;4;0;"Educação"
2020;"Dezembro";70;5;0,0748487319474736;"Patrimônio Cultural"
2020;"Dezembro";70;6;0,0944892800480489;"Receita Própria"
2020;"Dezembro";70;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";70;12;0;"Mineradores"
2020;"Dezembro";70;16;0,463444358903704;"Saúde per capita"
2020;"Dezembro";70;10;0,0398022369626561;"VAF"
2020;"Dezembro";70;22;0;"Esportes"
2020;"Dezembro";70;28;0;"Turismo"
2020;"Dezembro";70;26;0;"Penitenciárias"
2020;"Dezembro";70;27;1,51007208389144;"Recursos Hídricos"
2020;"Dezembro";70;9;0,116142479815215;"Produção de Alimentos"
2020;"Dezembro";70;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";70;31;0;"Saneamento"
2020;"Dezembro";70;32;0;"Mata Seca"
2020;"Dezembro";70;8;0;"Meio Ambiente"
2020;"Dezembro";70;1;0,00952916785603039;"População"
2020;"Dezembro";70;15;0,0177336407164391;"PSF"
2020;"Dezembro";70;24;0,0106023723297225;"ICMS Solidário"
2020;"Dezembro";70;25;0;"Índice Mínimo per capita"
2020;"Dezembro";70;17;0,0501273400234467;"Índice de participação"
2020;"Dezembro";80;2;0;"População dos 50 + Populosos"
2020;"Dezembro";80;3;0,0396415555366162;"Área Geográfica"
2020;"Dezembro";80;4;0,139862210600211;"Educação"
2020;"Dezembro";80;5;0;"Patrimônio Cultural"
2020;"Dezembro";80;6;0,0320977747673579;"Receita Própria"
2020;"Dezembro";80;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";80;12;0;"Mineradores"
2020;"Dezembro";80;16;0,12687601737222;"Saúde per capita"
2020;"Dezembro";80;10;0,0118172833073998;"VAF"
2020;"Dezembro";80;22;0;"Esportes"
2020;"Dezembro";80;28;0;"Turismo"
2020;"Dezembro";80;26;0;"Penitenciárias"
2020;"Dezembro";80;27;0,110927944555207;"Recursos Hídricos"
2020;"Dezembro";80;9;0,0658513094350645;"Produção de Alimentos"
2020;"Dezembro";80;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";80;31;0,297265160523188;"Saneamento"
2020;"Dezembro";80;32;0;"Mata Seca"
2020;"Dezembro";80;8;0,135107015457789;"Meio Ambiente"
2020;"Dezembro";80;1;0,0211400192636524;"População"
2020;"Dezembro";80;15;0,0354672814328782;"PSF"
2020;"Dezembro";80;24;0,0235208738766112;"ICMS Solidário"
2020;"Dezembro";80;25;0;"Índice Mínimo per capita"
2020;"Dezembro";80;17;0,0247043000234467;"Índice de participação"
2020;"Dezembro";90;2;0;"População dos 50 + Populosos"
2020;"Dezembro";90;3;0,139392190877711;"Área Geográfica"
2020;"Dezembro";90;4;0;"Educação"
2020;"Dezembro";90;5;0,119122962235335;"Patrimônio Cultural"
2020;"Dezembro";90;6;0,0784400774377444;"Receita Própria"
2020;"Dezembro";90;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";90;12;0;"Mineradores"
2020;"Dezembro";90;16;0,0465213214956246;"Saúde per capita"
2020;"Dezembro";90;10;0,0205401487037423;"VAF"
2020;"Dezembro";90;22;0;"Esportes"
2020;"Dezembro";90;28;0;"Turismo"
2020;"Dezembro";90;26;0,170146363473994;"Penitenciárias"
2020;"Dezembro";90;27;0;"Recursos Hídricos"
2020;"Dezembro";90;9;0,191020644986388;"Produção de Alimentos"
2020;"Dezembro";90;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";90;31;0;"Saneamento"
2020;"Dezembro";90;32;0;"Mata Seca"
2020;"Dezembro";90;8;0;"Meio Ambiente"
2020;"Dezembro";90;1;0,0910902898397398;"População"
2020;"Dezembro";90;15;0,106401844298635;"PSF"
2020;"Dezembro";90;24;0,101349161132898;"ICMS Solidário"
2020;"Dezembro";90;25;0;"Índice Mínimo per capita"
2020;"Dezembro";90;17;0,0361933300234467;"Índice de participação"
2020;"Dezembro";100;2;0;"População dos 50 + Populosos"
2020;"Dezembro";100;3;0,214396038550727;"Área Geográfica"
2020;"Dezembro";100;4;0,170208488683592;"Educação"
2020;"Dezembro";100;5;0,0572095963746204;"Patrimônio Cultural"
2020;"Dezembro";100;6;0,0394892190829385;"Receita Própria"
2020;"Dezembro";100;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";100;12;0;"Mineradores"
2020;"Dezembro";100;16;0,0538159957567761;"Saúde per capita"
2020;"Dezembro";100;10;0,0124745330676543;"VAF"
2020;"Dezembro";100;22;0,0518442978922953;"Esportes"
2020;"Dezembro";100;28;0;"Turismo"
2020;"Dezembro";100;26;0;"Penitenciárias"
2020;"Dezembro";100;27;0;"Recursos Hídricos"
2020;"Dezembro";100;9;0,0931224146544745;"Produção de Alimentos"
2020;"Dezembro";100;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";100;31;0,297265160523188;"Saneamento"
2020;"Dezembro";100;32;0,436278861877109;"Mata Seca"
2020;"Dezembro";100;8;0,174808391888606;"Meio Ambiente"
2020;"Dezembro";100;1;0,064052167179911;"População"
2020;"Dezembro";100;15;0,106401844298635;"PSF"
2020;"Dezembro";100;24;0,0712659211409824;"ICMS Solidário"
2020;"Dezembro";100;25;0;"Índice Mínimo per capita"
2020;"Dezembro";100;17;0,0318622100234467;"Índice de participação"
2020;"Dezembro";110;2;0;"População dos 50 + Populosos"
2020;"Dezembro";110;3;0,230589412038923;"Área Geográfica"
2020;"Dezembro";110;4;0,161997495982424;"Educação"
2020;"Dezembro";110;5;0,0573271906117728;"Patrimônio Cultural"
2020;"Dezembro";110;6;0,144903093622075;"Receita Própria"
2020;"Dezembro";110;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";110;12;0,011432;"Mineradores"
2020;"Dezembro";110;16;0,0850142753283684;"Saúde per capita"
2020;"Dezembro";110;10;0,101852478900435;"VAF"
2020;"Dezembro";110;22;0;"Esportes"
2020;"Dezembro";110;28;0;"Turismo"
2020;"Dezembro";110;26;0,11021912219517;"Penitenciárias"
2020;"Dezembro";110;27;0;"Recursos Hídricos"
2020;"Dezembro";110;9;0,257702069013279;"Produção de Alimentos"
2020;"Dezembro";110;30;0,0334955550429347;"Unidades de Conservação (IC i)"
2020;"Dezembro";110;31;0,297265160523188;"Saneamento"
2020;"Dezembro";110;32;0;"Mata Seca"
2020;"Dezembro";110;8;0,150330745224803;"Meio Ambiente"
2020;"Dezembro";110;1;0,119734825833902;"População"
2020;"Dezembro";110;15;0,159602766447952;"PSF"
2020;"Dezembro";110;24;0,133219733717056;"ICMS Solidário"
2020;"Dezembro";110;25;0;"Índice Mínimo per capita"
2020;"Dezembro";110;17;0,107245790023447;"Índice de participação"
2020;"Dezembro";120;2;0;"População dos 50 + Populosos"
2020;"Dezembro";120;3;0,110686530697205;"Área Geográfica"
2020;"Dezembro";120;4;0,139969478529507;"Educação"
2020;"Dezembro";120;5;0,127589747310305;"Patrimônio Cultural"
2020;"Dezembro";120;6;0,0910487533936162;"Receita Própria"
2020;"Dezembro";120;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";120;12;0;"Mineradores"
2020;"Dezembro";120;16;0,108050507011082;"Saúde per capita"
2020;"Dezembro";120;10;0,0120941642552403;"VAF"
2020;"Dezembro";120;22;0;"Esportes"
2020;"Dezembro";120;28;0,316961736150771;"Turismo"
2020;"Dezembro";120;26;0;"Penitenciárias"
2020;"Dezembro";120;27;0;"Recursos Hídricos"
2020;"Dezembro";120;9;0,0554588620317884;"Produção de Alimentos"
2020;"Dezembro";120;30;0,30417740324949;"Unidades de Conservação (IC i)"
2020;"Dezembro";120;31;0,326991676575507;"Saneamento"
2020;"Dezembro";120;32;0;"Mata Seca"
2020;"Dezembro";120;8;0,286866346780461;"Meio Ambiente"
2020;"Dezembro";120;1;0,0286682995050251;"População"
2020;"Dezembro";120;15;0,0354672814328782;"PSF"
2020;"Dezembro";120;24;0,0318970124154044;"ICMS Solidário"
2020;"Dezembro";120;25;0;"Índice Mínimo per capita"
2020;"Dezembro";120;17;0,0299873700234467;"Índice de participação"
2020;"Dezembro";130;2;0;"População dos 50 + Populosos"
2020;"Dezembro";130;3;0,0276013341417409;"Área Geográfica"
2020;"Dezembro";130;4;0;"Educação"
2020;"Dezembro";130;5;0,170041266922304;"Patrimônio Cultural"
2020;"Dezembro";130;6;0,0492692993891578;"Receita Própria"
2020;"Dezembro";130;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";130;12;0;"Mineradores"
2020;"Dezembro";130;16;0,272964949031996;"Saúde per capita"
2020;"Dezembro";130;10;0,00258617326157468;"VAF"
2020;"Dezembro";130;22;0;"Esportes"
2020;"Dezembro";130;28;0,114220445459737;"Turismo"
2020;"Dezembro";130;26;0;"Penitenciárias"
2020;"Dezembro";130;27;0;"Recursos Hídricos"
2020;"Dezembro";130;9;0,0291154166462755;"Produção de Alimentos"
2020;"Dezembro";130;30;0,307559999513512;"Unidades de Conservação (IC i)"
2020;"Dezembro";130;31;0;"Saneamento"
2020;"Dezembro";130;32;0;"Mata Seca"
2020;"Dezembro";130;8;0,139786019778891;"Meio Ambiente"
2020;"Dezembro";130;1;0,0127514999290422;"População"
2020;"Dezembro";130;15;0,0177336407164391;"PSF"
2020;"Dezembro";130;24;0,0141876134467059;"ICMS Solidário"
2020;"Dezembro";130;25;0;"Índice Mínimo per capita"
2020;"Dezembro";130;17;0,0170816700234467;"Índice de participação"
2020;"Dezembro";140;2;0;"População dos 50 + Populosos"
2020;"Dezembro";140;3;0,00989462497079203;"Área Geográfica"
2020;"Dezembro";140;4;0,133936497924841;"Educação"
2020;"Dezembro";140;5;0,0881956778642658;"Patrimônio Cultural"
2020;"Dezembro";140;6;0,0778585171256451;"Receita Própria"
2020;"Dezembro";140;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";140;12;0;"Mineradores"
2020;"Dezembro";140;16;0,215356737407344;"Saúde per capita"
2020;"Dezembro";140;10;0,0151994645199879;"VAF"
2020;"Dezembro";140;22;0;"Esportes"
2020;"Dezembro";140;28;0;"Turismo"
2020;"Dezembro";140;26;0;"Penitenciárias"
2020;"Dezembro";140;27;0;"Recursos Hídricos"
2020;"Dezembro";140;9;0,0171679530001125;"Produção de Alimentos"
2020;"Dezembro";140;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";140;31;0;"Saneamento"
2020;"Dezembro";140;32;0;"Mata Seca"
2020;"Dezembro";140;8;0;"Meio Ambiente"
2020;"Dezembro";140;1;0,014272364624269;"População"
2020;"Dezembro";140;15;0;"PSF"
2020;"Dezembro";140;24;0,0158797626464621;"ICMS Solidário"
2020;"Dezembro";140;25;0;"Índice Mínimo per capita"
2020;"Dezembro";140;17;0,0263544000234467;"Índice de participação"
2020;"Dezembro";150;2;0;"População dos 50 + Populosos"
2020;"Dezembro";150;3;0,0869111409335949;"Área Geográfica"
2020;"Dezembro";150;4;0,167520363839013;"Educação"
2020;"Dezembro";150;5;0,0502891755182044;"Patrimônio Cultural"
2020;"Dezembro";150;6;0,189139837147332;"Receita Própria"
2020;"Dezembro";150;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";150;12;0;"Mineradores"
2020;"Dezembro";150;16;0,0880580322489687;"Saúde per capita"
2020;"Dezembro";150;10;0,103055766007397;"VAF"
2020;"Dezembro";150;22;0,315746175357937;"Esportes"
2020;"Dezembro";150;28;0,456881781838949;"Turismo"
2020;"Dezembro";150;26;0,0680350445106647;"Penitenciárias"
2020;"Dezembro";150;27;0,645888715774771;"Recursos Hídricos"
2020;"Dezembro";150;9;0,0629712317815116;"Produção de Alimentos"
2020;"Dezembro";150;30;0,0699026699742177;"Unidades de Conservação (IC i)"
2020;"Dezembro";150;31;0,297265160523188;"Saneamento"
2020;"Dezembro";150;32;0;"Mata Seca"
2020;"Dezembro";150;8;0,166877778961071;"Meio Ambiente"
2020;"Dezembro";150;1;0,16787019343783;"População"
2020;"Dezembro";150;15;0,124135485015074;"PSF"
2020;"Dezembro";150;24;0,18677625588934;"ICMS Solidário"
2020;"Dezembro";150;25;0;"Índice Mínimo per capita"
2020;"Dezembro";150;17;0,111363440023447;"Índice de participação"
2020;"Dezembro";160;2;0,712975652743962;"População dos 50 + Populosos"
2020;"Dezembro";160;3;0,145084241756534;"Área Geográfica"
2020;"Dezembro";160;4;0,15197792184241;"Educação"
2020;"Dezembro";160;5;0,0493895796039889;"Patrimônio Cultural"
2020;"Dezembro";160;6;0,333740983790075;"Receita Própria"
2020;"Dezembro";160;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";160;12;0,003311;"Mineradores"
2020;"Dezembro";160;16;0,0880420177825264;"Saúde per capita"
2020;"Dezembro";160;10;0,371146274863347;"VAF"
2020;"Dezembro";160;22;0;"Esportes"
2020;"Dezembro";160;28;0;"Turismo"
2020;"Dezembro";160;26;0,830286052698371;"Penitenciárias"
2020;"Dezembro";160;27;0,791384536967759;"Recursos Hídricos"
2020;"Dezembro";160;9;0,157930617771525;"Produção de Alimentos"
2020;"Dezembro";160;30;0,0116268632096707;"Unidades de Conservação (IC i)"
2020;"Dezembro";160;31;0,594530321046376;"Saneamento"
2020;"Dezembro";160;32;0;"Mata Seca"
2020;"Dezembro";160;8;0,275498440244373;"Meio Ambiente"
2020;"Dezembro";160;1;0,377749521379128;"População"
2020;"Dezembro";160;15;0,336939173612343;"PSF"
2020;"Dezembro";160;24;0,420292845455696;"ICMS Solidário"
2020;"Dezembro";160;25;0;"Índice Mínimo per capita"
2020;"Dezembro";160;17;0,349660470023447;"Índice de participação"
2020;"Dezembro";163;2;0;"População dos 50 + Populosos"
2020;"Dezembro";163;3;0,0222433078055077;"Área Geográfica"
2020;"Dezembro";163;4;0,169714910395529;"Educação"
2020;"Dezembro";163;5;0,0801404726193295;"Patrimônio Cultural"
2020;"Dezembro";163;6;0,0663787047425128;"Receita Própria"
2020;"Dezembro";163;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";163;12;0;"Mineradores"
2020;"Dezembro";163;16;0,111501250011032;"Saúde per capita"
2020;"Dezembro";163;10;0,0129151324933787;"VAF"
2020;"Dezembro";163;22;0;"Esportes"
2020;"Dezembro";163;28;0,422615648201028;"Turismo"
2020;"Dezembro";163;26;0;"Penitenciárias"
2020;"Dezembro";163;27;0;"Recursos Hídricos"
2020;"Dezembro";163;9;0,0706351663976318;"Produção de Alimentos"
2020;"Dezembro";163;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";163;31;0,297265160523188;"Saneamento"
2020;"Dezembro";163;32;0;"Mata Seca"
2020;"Dezembro";163;8;0,135107015457789;"Meio Ambiente"
2020;"Dezembro";163;1;0,0324657085409195;"População"
2020;"Dezembro";163;15;0,0354672814328782;"PSF"
2020;"Dezembro";163;24;0,0361220974485457;"ICMS Solidário"
2020;"Dezembro";163;25;0;"Índice Mínimo per capita"
2020;"Dezembro";163;17;0,0282703700234467;"Índice de participação"
2020;"Dezembro";170;2;0;"População dos 50 + Populosos"
2020;"Dezembro";170;3;0,390501957596846;"Área Geográfica"
2020;"Dezembro";170;4;0,376764160876654;"Educação"
2020;"Dezembro";170;5;0,0714384990700553;"Patrimônio Cultural"
2020;"Dezembro";170;6;0,126692888278617;"Receita Própria"
2020;"Dezembro";170;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";170;12;0,000767;"Mineradores"
2020;"Dezembro";170;16;0,0403802663422118;"Saúde per capita"
2020;"Dezembro";170;10;0,0338026988383595;"VAF"
2020;"Dezembro";170;22;0,277042966861953;"Esportes"
2020;"Dezembro";170;28;0;"Turismo"
2020;"Dezembro";170;26;0,316321830436458;"Penitenciárias"
2020;"Dezembro";170;27;0;"Recursos Hídricos"
2020;"Dezembro";170;9;0,285713504735957;"Produção de Alimentos"
2020;"Dezembro";170;30;0,0101396231333854;"Unidades de Conservação (IC i)"
2020;"Dezembro";170;31;0,297265160523188;"Saneamento"
2020;"Dezembro";170;32;0,000939379524092193;"Mata Seca"
2020;"Dezembro";170;8;0,139800957708605;"Meio Ambiente"
2020;"Dezembro";170;1;0,197912023870732;"População"
2020;"Dezembro";170;15;0,212803688597269;"PSF"
2020;"Dezembro";170;24;0,220201490550774;"ICMS Solidário"
2020;"Dezembro";170;25;0;"Índice Mínimo per capita"
2020;"Dezembro";170;17;0,0683419000234467;"Índice de participação"
2020;"Dezembro";180;2;0;"População dos 50 + Populosos"
2020;"Dezembro";180;3;0,0284244660502653;"Área Geográfica"
2020;"Dezembro";180;4;0,249176993424622;"Educação"
2020;"Dezembro";180;5;0,038806098260277;"Patrimônio Cultural"
2020;"Dezembro";180;6;0,0946505593396629;"Receita Própria"
2020;"Dezembro";180;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";180;12;0;"Mineradores"
2020;"Dezembro";180;16;0,0587017856302838;"Saúde per capita"
2020;"Dezembro";180;10;0,00828827656574171;"VAF"
2020;"Dezembro";180;22;0;"Esportes"
2020;"Dezembro";180;28;0;"Turismo"
2020;"Dezembro";180;26;0;"Penitenciárias"
2020;"Dezembro";180;27;0,00101035465267539;"Recursos Hídricos"
2020;"Dezembro";180;9;0,0170427558522527;"Produção de Alimentos"
2020;"Dezembro";180;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";180;31;0;"Saneamento"
2020;"Dezembro";180;32;0;"Mata Seca"
2020;"Dezembro";180;8;0;"Meio Ambiente"
2020;"Dezembro";180;1;0,035222275801018;"População"
2020;"Dezembro";180;15;0,0532009221493173;"PSF"
2020;"Dezembro";180;24;0,0391891178731038;"ICMS Solidário"
2020;"Dezembro";180;25;0;"Índice Mínimo per capita"
2020;"Dezembro";180;17;0,0239836600234467;"Índice de participação"
2020;"Dezembro";190;2;0;"População dos 50 + Populosos"
2020;"Dezembro";190;3;0,07743234243419;"Área Geográfica"
2020;"Dezembro";190;4;0;"Educação"
2020;"Dezembro";190;5;0,190455626491953;"Patrimônio Cultural"
2020;"Dezembro";190;6;0,190789018003529;"Receita Própria"
2020;"Dezembro";190;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";190;12;0,001369;"Mineradores"
2020;"Dezembro";190;16;0,110510873020316;"Saúde per capita"
2020;"Dezembro";190;10;0,0701024617620456;"VAF"
2020;"Dezembro";190;22;0;"Esportes"
2020;"Dezembro";190;28;0;"Turismo"
2020;"Dezembro";190;26;0;"Penitenciárias"
2020;"Dezembro";190;27;0;"Recursos Hídricos"
2020;"Dezembro";190;9;0,0937498706876725;"Produção de Alimentos"
2020;"Dezembro";190;30;0;"Unidades de Conservação (IC i)"
2020;"Dezembro";190;31;0,297265160523188;"Saneamento"
2020;"Dezembro";190;32;0;"Mata Seca"
2020;"Dezembro";190;8;0,135107015457789;"Meio Ambiente"
2020;"Dezembro";190;1;0,0938421043976658;"População"
2020;"Dezembro";190;15;0,106401844298635;"PSF"
2020;"Dezembro";190;24;0,104410893591207;"ICMS Solidário"
2020;"Dezembro";190;25;0;"Índice Mínimo per capita"
2020;"Dezembro";190;17;0,0767778400234467;"Índice de participação"
2020;"Dezembro";200;2;0;"População dos 50 + Populosos"
2020;"Dezembro";200;3;0,0617553436215279;"Área Geográfica"
2020;"Dezembro";200;4;0,206262723413562;"Educação"
2020;"Dezembro";200;5;0,183023670703924;"Patrimônio Cultural"
2020;"Dezembro";200;6;0,11361881650856;"Receita Própria"
2020;"Dezembro";200;11;0,117233294255569;"Cota Mínima"
2020;"Dezembro";200;12;0;"Mineradores"
